E	V
787	-8.73667504192892
788	-8.799999999999999
789	-8.200000000000001
790	-8.764218330839945
791	-7.62369453857598
792	-8.928220211291865
793	-9.069337613708193
794	-8.483484861008833
795	-8.243534003374947
796	-8.820204102886729
797	-8.4
798	-8.695012437887911
799	-8.820204102886729
800	-9.0
801	-8.63380962103094
802	-8.95660188679434
803	-7.904554884989668
804	-8.882255312124219
805	-8.820204102886729
806	-8.354637595292628
807	-9.4
808	-8.6
809	-9.069337613708193
810	-8.138675227416385
811	-8.580196097281442
812	-9.0
813	-8.119375152513431
814	-9.0
815	-9.286447127433997
816	-8.119375152513431
817	-8.816784043380077
818	-8.220204102886727
819	-8.380196097281443
820	-9.286447127433997
821	-7.459878053314327
822	-9.0
823	-8.820204102886729
824	-8.57804555427071
825	-8.139852949126455
826	-8.683484861008832
827	-8.354637595292628
828	-9.295012437887912
829	-7.82020410288673
830	-8.15660188679434
831	-8.6
832	-9.241742430504415
833	-8.95100040032032
834	-8.380196097281443
835	-8.512565791296208
836	-8.580196097281442
837	-9.486447127433996
838	-8.683484861008832
839	-8.580196097281442
840	-8.6
841	-8.354637595292628
842	-8.735088935932648
843	-8.725227291513248
844	-8.928220211291865
845	-8.023694538575977
846	-9.220204102886727
847	-8.4
848	-9.220204102886727
849	-8.450806661517033
850	-7.725227291513248
851	-8.380196097281443
852	-8.585786437626904
853	-8.633809621030942
854	-8.454316770519904
855	-9.367544467966324
856	-8.95660188679434
857	-8.67934443842663
858	-8.295012437887912
859	-8.580196097281442
860	-8.295012437887912
861	-8.855969349108946
862	-8.119375152513431
863	-8.695012437887911
864	-8.4
865	-8.67934443842663
866	-8.57804555427071
867	-8.87934443842663
868	-8.15660188679434
869	-8.105572809000083
870	-8.4
871	-8.220204102886727
872	-8.551000400320321
873	-8.928220211291865
874	-8.122967038573098
875	-9.03380962103094
876	-8.928220211291865
877	-8.380196097281443
878	-8.47530492340404
879	-7.633809621030941
880	-8.551000400320321
881	-8.381966011250105
882	-8.764218330839945
883	-8.722967038573099
884	-8.73667504192892
885	-8.820204102886729
886	-8.695012437887911
887	-8.473350083857841
888	-8.695012437887911
889	-8.735088935932648
890	-8.4
891	-8.4
892	-9.139852949126455
893	-9.069337613708193
894	-9.215476742133488
895	-8.695012437887911
896	-9.03114224595505
897	-8.799999999999999
898	-9.15660188679434
899	-8.799999999999999
900	-9.200000000000001
901	-8.486447127433996
902	-8.633809621030942
903	-9.220204102886727
904	-9.282255312124217
905	-8.816784043380077
906	-8.580196097281442
907	-8.722967038573099
908	-8.328220211291864
909	-8.585786437626904
910	-8.964218330839945
911	-8.381966011250105
912	-8.286447127433997
913	-9.381966011250105
914	-8.068217893672365
915	-9.659687576256715
916	-8.855969349108946
917	-8.57804555427071
918	-8.03114224595505
919	-9.269337613708192
920	-9.15660188679434
921	-8.31937515251343
922	-8.855969349108946
923	-9.043534003374948
924	-8.512565791296208
925	-8.695012437887911
926	-8.580196097281442
927	-8.73667504192892
928	-8.95660188679434
929	-8.122967038573098
930	-9.4
931	-9.043534003374948
932	-8.200000000000001
933	-8.453381468738062
934	-8.799999999999999
935	-8.295012437887912
936	-8.380196097281443
937	-8.95463759529263
938	-9.105572809000083
939	-8.431142245955048
940	-9.051668522645212
941	-8.551000400320321
942	-9.295012437887912
943	-8.328220211291864
944	-8.580196097281442
945	-8.73667504192892
946	-9.200000000000001
947	-8.105572809000083
948	-8.67934443842663
949	-8.4
950	-9.6
951	-8.585786437626904
952	-8.068217893672365
953	-9.73667504192892
954	-8.380196097281443
955	-9.105572809000083
956	-8.695012437887911
957	-9.03114224595505
958	-8.725227291513248
959	-8.799999999999999
960	-7.735088935932648
961	-9.033809621030938
962	-8.67934443842663
963	-8.6
964	-8.964218330839945
965	-8.95660188679434
966	-8.6
967	-9.380196097281443
968	-9.105572809000083
969	-8.855969349108946
970	-8.525227291513248
971	-9.200000000000001
972	-8.473350083857841
973	-8.683484861008832
974	-8.243534003374947
975	-8.722967038573099
976	-8.93667504192892
977	-8.367544467966324
978	-8.580196097281442
979	-8.633809621030942
980	-8.964218330839945
981	-8.580196097281442
982	-8.633809621030942
983	-8.683484861008832
984	-8.764218330839945
985	-8.799999999999999
986	-8.47530492340404
987	-8.799999999999999
988	-8.483484861008833
989	-8.4
990	-8.683484861008832
991	-8.6
992	-8.518975032409335
993	-9.15660188679434
994	-8.87335008385784
995	-8.525227291513248
996	-9.269337613708192
997	-9.431142245955048
998	-7.730306154330092
999	-9.069337613708193
1000	-9.122967038573098
