E	V
772	-10.757998257838398
773	-10.916485811614029
774	-11.079439874503771
775	-10.722609545168474
776	-10.936829144030174
777	-10.862098989178332
778	-10.773466658462548
779	-10.979391143171027
780	-10.989444312483498
781	-10.99309521472966
782	-10.483914058893617
783	-10.887004519301387
784	-10.853126274023705
785	-10.97771701226623
786	-10.992455820394245
787	-10.961611855613501
788	-10.67621967412087
789	-10.973572086292895
790	-10.916485811614029
791	-11.063328828820604
792	-10.977616793781
793	-11.011561411604376
794	-10.927921898938974
795	-10.76594707901431
796	-11.03225201983879
797	-10.800810514894417
798	-10.835781669160054
799	-11.010818676624389
800	-10.835122215583713
801	-10.78383985279083
802	-10.738222823197482
803	-10.656543385760175
804	-10.949038105676658
805	-10.748683298050514
806	-10.657111372997132
807	-10.722542516187017
808	-10.717055179846328
809	-10.718303865732434
810	-10.842249971903799
811	-10.976494880891682
812	-10.885920709430827
813	-11.135520297669524
814	-11.054766642464115
815	-10.974262243569138
816	-11.040000000000001
817	-10.940175425099138
818	-10.913552872566004
819	-10.857925990308017
820	-11.038759694893903
821	-11.07864782505537
822	-10.843209686567919
823	-10.779180052330254
824	-10.666678043164685
825	-11.064760514424007
826	-10.903764683262267
827	-11.029365521431696
828	-10.994255827418131
829	-10.961638244326036
830	-11.02928549978548
831	-10.763775523287356
832	-10.93494635069603
833	-11.203046913693619
834	-10.835122215583713
835	-10.747543502602099
836	-10.818033988749894
837	-10.841617801294747
838	-11.014822162499508
839	-10.912308684863111
840	-11.173020514714057
841	-10.784046677657628
842	-11.086755790040696
843	-10.722542516187017
844	-10.766915395184434
845	-10.853572086292894
846	-10.928974979234603
847	-10.82883113727099
848	-10.677152243248386
849	-10.738222823197482
850	-11.134262243569138
851	-10.86723694621351
852	-10.852077735846793
853	-11.074816002660164
854	-11.009053650640942
855	-10.80568582773968
856	-11.110590413941487
857	-11.09534580253779
858	-10.810640850132952
859	-11.023162499415603
860	-11.024453908729626
861	-10.740181803158006
862	-10.977802915780867
863	-11.185337793781994
864	-10.946450193628507
865	-11.100081298126266
866	-10.835993311018084
867	-11.016552506059645
868	-10.990635422135048
869	-11.090619676033725
870	-10.967478155154486
871	-11.19228479833201
872	-10.801856881412133
873	-11.096148139681572
874	-10.99309521472966
875	-11.258818347912735
876	-10.845202110277206
877	-11.12065556157337
878	-11.069631091765046
879	-10.818671785772993
880	-10.98536002896261
881	-11.163274294669842
882	-11.130126043744946
883	-11.158386046433018
884	-10.879999999999999
885	-11.220806189539688
886	-10.951153277756587
887	-10.826198907005379
888	-10.979391143171027
889	-11.111499135612467
890	-10.67621967412087
891	-10.812692524662227
892	-10.883565752415052
893	-10.6679146533933
894	-10.661895003862226
895	-11.056980508997654
896	-10.72229116997255
897	-10.921214264281428
898	-10.99154761278525
899	-10.818033988749894
900	-10.8336157786453
901	-10.945155591614625
902	-10.791637528781298
903	-10.886539848516957
904	-11.11536914081648
905	-10.770950040257649
906	-11.219833321757651
907	-11.055193862211201
908	-10.833706071797934
909	-10.673082824431965
910	-10.736381051770469
911	-10.721753038095367
912	-10.956254770982438
913	-10.990635422135048
914	-10.748301428833024
915	-10.802378258992459
916	-10.666232658024086
917	-10.859106786683023
918	-10.775526781390747
919	-11.082331069215131
920	-10.913552872566004
921	-10.998317331250387
922	-11.169804672596566
923	-10.882249971903798
924	-10.701206269359583
925	-11.260364914904056
926	-11.164215640140078
927	-10.977538500417953
928	-10.782434484573471
929	-10.945360028962613
930	-10.870469991071962
931	-10.920743573181374
932	-10.620961094373849
933	-10.920666481584291
934	-11.047227450708787
935	-10.583264108459597
936	-10.728820098033655
937	-10.883565752415052
938	-10.860876855756134
939	-11.07249752475005
940	-10.85120470923021
941	-10.792987088082494
942	-10.861895003862225
943	-11.404235628579748
944	-10.952497524750049
945	-10.985953450173803
946	-10.843713310465038
947	-10.6295630140987
948	-10.64821962994349
949	-10.895777757300241
950	-10.90008849211024
951	-10.933949738940132
952	-10.748912529307605
953	-11.1190765951244
954	-10.713343224486621
955	-11.017578280352398
956	-11.123221621433606
957	-11.072409733852089
958	-10.826198907005379
959	-10.969631091765047
960	-10.92065556157337
961	-10.894296322440645
962	-10.649392350823588
963	-11.127921898938974
964	-10.961856881412134
965	-10.784727041700336
966	-10.836546583584077
967	-10.972215257666726
968	-10.926330402609912
969	-11.101850583459576
970	-10.630509139248716
971	-11.069778739399888
972	-10.766526095489844
973	-11.148646790501662
974	-10.75536914081648
975	-10.870123960592467
976	-11.034904251417961
